Product,Quantity,UnitPrice,PaymentType,TransactionID,TotalPrice,Customer_id,Gender,sale_date,
Printer,7,8.18,Gift Card,TX300735,57.26,3,Female,2023-02-28,
Phone,8,372.97,Credit Card,TX300736,2983.76,2,Female,2023-06-11,
Chair,2,294.79,Debit Card,TX300737,589.58,1,Female,2023-12-11,
Tablet,4,18.45,Debit Card,TX300738,73.8,1,Female,2023-04-07,
Chair,9,149.44,Gift Card,TX300739,1344.96,1,Female,2023-12-02,
Laptop,1,142.55,Debit Card,TX300740,142.55,2,Male,2023-10-06,
Desk,2,90.59,Online,TX300741,181.18,3,Female,2023-03-13,
Printer,1,295.75,Gift Card,TX300742,295.75,4,Male,2023-03-12,
Tablet,4,289.32,Gift Card,TX300743,1157.28,4,Female,2023-03-22,
Phone,5,44.32,Credit Card,TX300744,221.6,4,Female,2023-10-12,
Desk,8,37.5,Online,TX300745,300,4,Female,2023-01-29,
Printer,4,252.56,Credit Card,TX300746,1010.24,5,Female,2023-02-23,
Tablet,6,367.26,Online,TX300747,2203.56,3,Male,2023-07-25,
Monitor,7,46.54,Online,TX300748,325.78,4,Female,2023-03-31,
Tablet,7,250.76,Cash,TX300749,1755.32,2,Male,2023-05-25,
Tablet,6,359.48,Cash,TX300750,2156.88,2,Male,2023-07-03,
Monitor,10,295.74,Debit Card,TX300751,2957.4,3,Male,2023-07-12,
Laptop,7,383.18,Debit Card,TX300752,2682.26,1,Female,2023-10-13,
Tablet,6,267.88,Debit Card,TX300753,1607.28,2,Male,2023-11-26,
Phone,7,87.98,Debit Card,TX300754,615.86,5,Female,2023-04-05,
Tablet,1,324.91,Gift Card,TX300755,324.91,5,Female,2023-05-04,
Monitor,10,51.6,Gift Card,TX300756,516,3,Female,2023-07-15,
Phone,6,124.48,Cash,TX300757,746.88,1,Female,2023-07-19,
Phone,1,388.96,Credit Card,TX300758,388.96,1,Male,2023-11-24,
Monitor,3,94.78,Online,TX300759,284.34,4,Female,2023-01-25,
Laptop,8,229.52,Credit Card,TX300760,1836.16,5,Male,2023-05-22,
Chair,8,270.4,Debit Card,TX300761,2163.2,2,Male,2023-12-07,
Monitor,5,252.4,Credit Card,TX300762,1262,4,Male,2023-06-07,
Monitor,1,296.26,Cash,TX300763,296.26,3,Male,2023-07-18,
Tablet,8,368.79,Gift Card,TX300764,2950.32,4,Female,2023-12-26,
Printer,9,52.48,Credit Card,TX300765,472.32,5,Male,2023-06-27,
Printer,1,362.13,Debit Card,TX300766,362.13,3,Male,2023-12-03,
Printer,6,69.21,Online,TX300767,415.26,1,Female,2023-06-26,
Printer,6,152.42,Cash,TX300768,914.52,1,Female,2023-05-17,
Printer,10,297.7,Online,TX300769,2977,4,Male,2023-05-29,
Chair,3,53.9,Debit Card,TX300770,161.7,3,Female,2023-08-12,
Tablet,4,10.77,Cash,TX300771,43.08,4,Male,2023-09-20,
Phone,4,366.43,Cash,TX300772,1465.72,5,Female,2023-03-13,
Laptop,2,210.28,Debit Card,TX300773,420.56,2,Male,2023-04-15,
Phone,6,258.31,Credit Card,TX300774,1549.86,4,Male,2023-12-21,
Printer,6,395.89,Online,TX300775,2375.34,1,Female,2023-06-15,
Monitor,3,385.34,Credit Card,TX300776,1156.02,5,Male,2023-12-09,
Phone,5,188.3,Credit Card,TX300777,941.5,5,Male,2023-07-11,
Laptop,6,187.42,Cash,TX300778,1124.52,5,Male,2023-04-22,
Tablet,1,26.79,Debit Card,TX300779,26.79,3,Male,2023-11-25,
Monitor,6,248.6,Credit Card,TX300780,1491.6,3,Female,2023-06-30,
Desk,10,307.43,Credit Card,TX300781,3074.3,4,Male,2023-03-25,
Chair,2,37.5,Debit Card,TX300782,75,2,Male,2023-07-23,
Tablet,8,90.61,Credit Card,TX300783,724.88,4,Female,2023-01-10,
Printer,4,362.84,Cash,TX300784,1451.36,3,Male,2023-08-27,
Laptop,2,54.41,Gift Card,TX300785,108.82,5,Male,2023-03-01,
Desk,2,110.95,Credit Card,TX300786,221.9,3,Male,2023-07-15,
Desk,6,284.03,Credit Card,TX300787,1704.18,2,Male,2023-01-11,
Monitor,3,83.49,Gift Card,TX300788,250.47,5,Male,2023-05-01,
Laptop,8,274.38,Cash,TX300789,2195.04,4,Male,2023-12-13,
Desk,5,183.23,Debit Card,TX300790,916.15,5,Female,2023-03-31,
Chair,2,334.18,Credit Card,TX300791,668.36,1,Female,2023-05-04,
Phone,9,52.06,Gift Card,TX300792,468.54,3,Male,2023-01-25,
Laptop,7,95.68,Credit Card,TX300793,669.76,3,Female,2023-08-31,
Tablet,3,213.45,Online,TX300794,640.35,3,Female,2023-02-05,
Printer,6,331.06,Debit Card,TX300795,1986.36,4,Female,2023-12-27,
Tablet,4,232.8,Debit Card,TX300796,931.2,1,Male,2023-09-21,
Laptop,8,355.36,Cash,TX300797,2842.88,4,Female,2023-03-27,
Chair,10,377.3,Online,TX300798,3773,3,Male,2023-12-31,
Phone,8,330.84,Cash,TX300799,2646.72,2,Female,2023-05-26,
Chair,3,320.9,Online,TX300800,962.7,5,Female,2023-12-06,
Monitor,6,236.45,Online,TX300801,1418.7,5,Female,2023-06-24,
Printer,7,152.73,Debit Card,TX300802,1069.11,4,Female,2023-09-18,
Tablet,5,70.03,Cash,TX300803,350.15,1,Male,2023-10-31,
Printer,9,150.05,Online,TX300804,1350.45,4,Female,2023-12-30,
Chair,1,91.53,Credit Card,TX300805,91.53,3,Male,2023-08-26,
Monitor,4,264.5,Cash,TX300806,1058,3,Female,2023-02-16,
Desk,3,158.85,Gift Card,TX300807,476.55,3,Male,2023-11-12,
Chair,10,78.58,Credit Card,TX300808,785.8,2,Female,2023-10-17,
Chair,10,298.16,Cash,TX300809,2981.6,4,Female,2023-02-24,
Phone,3,339.33,Cash,TX300810,1017.99,4,Female,2023-12-08,
Monitor,10,239.02,Online,TX300811,2390.2,4,Female,2023-03-14,
Monitor,6,33.96,Online,TX300812,203.76,2,Male,2023-04-28,
Monitor,6,363.2,Cash,TX300813,2179.2,107,Female,2023-05-26,
Laptop,2,219.89,Credit Card,TX300814,439.78,82,Male,2023-11-22,
Monitor,6,78.16,Credit Card,TX300815,468.96,15,Female,2023-09-09,
Monitor,3,26.29,Credit Card,TX300816,78.87,60,Male,2023-07-01,
Laptop,8,30.71,Online,TX300817,245.68,138,Male,2023-05-12,
Phone,7,132.85,Gift Card,TX300818,929.95,59,Male,2023-02-13,
Tablet,6,263.04,Credit Card,TX300819,1578.24,147,Male,2023-05-22,
Desk,10,343.56,Cash,TX300820,3435.6,68,Female,2023-03-29,
Chair,1,356.83,Gift Card,TX300821,356.83,155,Male,2023-08-20,
Laptop,4,23.58,Online,TX300822,94.32,51,Male,2023-05-03,
Printer,3,125.95,Online,TX300823,377.85,48,Female,2023-11-22,
Printer,5,202.74,Cash,TX300824,1013.7,29,Female,2023-07-14,
Chair,3,339.72,Online,TX300825,1019.16,68,Female,2023-12-05,
Printer,8,258.44,Gift Card,TX300826,2067.52,62,Male,2023-06-10,
Monitor,7,324.63,Gift Card,TX300827,2272.41,139,Female,2023-05-20,
Phone,10,218.99,Cash,TX300828,2189.9,66,Female,2023-11-20,
Desk,9,304.14,Online,TX300829,2737.26,74,Male,2022-04-03,
Chair,9,255.06,Credit Card,TX300830,2295.54,32,Female,2022-11-11,
Printer,4,306.21,Gift Card,TX300831,1224.84,34,Female,2022-07-29,
Phone,8,368.84,Online,TX300832,2950.72,30,Male,2023-09-28,
Laptop,1,215.32,Cash,TX300833,215.32,68,Female,2022-01-29,
Monitor,10,196.13,Gift Card,TX300834,1961.3,16,Female,2023-09-17,
Monitor,2,135.56,Cash,TX300835,271.12,155,Male,2022-12-04,
Tablet,7,55.66,Cash,TX300836,389.62,85,Female,2022-08-05,
Monitor,6,273.77,Cash,TX300837,1642.62,144,Female,2023-11-30,
Chair,10,327.45,Cash,TX300838,3274.5,119,Female,2023-08-19,
Laptop,8,69.04,Credit Card,TX300839,552.32,105,Female,2023-10-03,
Monitor,8,225.66,Credit Card,TX300840,1805.28,95,Female,2023-10-11,
Laptop,8,364.36,Gift Card,TX300841,2914.88,113,Female,2023-06-13,
Monitor,9,341.96,Gift Card,TX300842,3077.64,53,Female,2023-07-10,
Chair,2,220.74,Cash,TX300843,441.48,113,Female,2023-03-31,
Laptop,1,222.88,Credit Card,TX300844,222.88,97,Female,2022-12-27,
Phone,4,155.65,Online,TX300845,622.6,42,Male,2022-11-10,
Monitor,6,391.4,Online,TX300846,2348.4,29,Male,2022-12-11,
Laptop,4,230.11,Cash,TX300847,920.44,54,Female,2022-04-17,
Chair,6,360.69,Credit Card,TX300848,2164.14,41,Male,2023-04-02,
Monitor,3,276.34,Credit Card,TX300849,829.02,64,Male,2022-02-06,
Chair,2,178.88,Debit Card,TX300850,357.76,122,Male,2023-07-03,
Phone,6,96.53,Cash,TX300851,579.18,61,Male,2023-12-19,
Monitor,2,52.8,Cash,TX300852,105.6,108,Female,2022-02-14,
Monitor,10,213.74,Gift Card,TX300853,2137.4,14,Male,2022-08-31,
Monitor,3,12.98,Cash,TX300854,38.94,16,Male,2023-07-15,
Chair,7,293.77,Cash,TX300855,2056.39,97,Female,2022-12-21,
Tablet,5,288.71,Online,TX300856,1443.55,125,Female,2023-09-21,
Laptop,7,47.88,Cash,TX300857,335.16,90,Male,2023-07-04,
Chair,1,355.54,Gift Card,TX300858,355.54,116,Male,2022-01-01,
Phone,3,331.3,Online,TX300859,993.9,96,Female,2023-01-06,
Desk,3,26.97,Cash,TX300860,80.91,76,Male,2022-04-20,
Chair,5,394.6,Debit Card,TX300861,1973,125,Male,2022-11-27,
Printer,7,235.07,Cash,TX300862,1645.49,92,Male,2022-05-23,
Laptop,9,354.65,Online,TX300863,3191.85,105,Female,2022-08-19,
Tablet,4,177.34,Gift Card,TX300864,709.36,98,Female,2023-10-01,
Printer,2,69.27,Gift Card,TX300865,138.54,33,Male,2023-07-04,
Tablet,6,180.53,Debit Card,TX300866,1083.18,14,Female,2022-04-17,
Chair,1,249.98,Cash,TX300867,249.98,116,Female,2022-11-29,
Phone,2,159.78,Online,TX300868,319.56,118,Male,2023-01-26,
Laptop,1,385.99,Online,TX300869,385.99,42,Female,2022-02-05,
Monitor,10,138.86,Cash,TX300870,1388.6,71,Male,2022-04-13,
Desk,4,90.29,Gift Card,TX300871,361.16,6,Female,2022-07-19,
Laptop,6,159.58,Debit Card,TX300872,957.48,37,Male,2022-07-26,
Monitor,8,151.31,Gift Card,TX300873,1210.48,35,Female,2023-05-17,
Desk,10,79.69,Online,TX300874,796.9,116,Male,2023-04-07,
Desk,10,324.83,Online,TX300875,3248.3,58,Female,2022-10-01,
Desk,1,147.84,Gift Card,TX300876,147.84,7,Female,2023-10-23,
Monitor,7,285.42,Credit Card,TX300877,1997.94,136,Male,2022-08-23,
Printer,4,160.51,Cash,TX300878,642.04,91,Female,2022-11-13,
Phone,2,394.52,Gift Card,TX300879,789.04,63,Male,2023-07-18,
Phone,10,170.14,Online,TX300880,1701.4,48,Female,2023-07-13,
Monitor,10,144.39,Cash,TX300881,1443.9,152,Male,2022-07-24,
Monitor,7,355.97,Online,TX300882,2491.79,144,Female,2023-10-22,
Phone,1,319.26,Gift Card,TX300883,319.26,86,Male,2023-03-22,
Laptop,4,96.13,Credit Card,TX300884,384.52,20,Female,2023-11-09,
Laptop,6,160.47,Online,TX300885,962.82,144,Male,2023-05-16,
Printer,2,288.11,Online,TX300886,576.22,15,Female,2023-06-21,
Printer,4,97.8,Cash,TX300887,391.2,95,Male,2022-05-15,
Desk,1,228.94,Credit Card,TX300888,228.94,88,Female,2022-02-20,
Tablet,4,326.36,Debit Card,TX300889,1305.44,104,Male,2022-11-02,
Chair,8,100.89,Gift Card,TX300890,807.12,52,Female,2023-07-07,
Chair,6,153.65,Gift Card,TX300891,921.9,155,Male,2022-01-23,
Phone,4,335.28,Debit Card,TX300892,1341.12,135,Male,2023-11-30,
Tablet,8,351.15,Online,TX300893,2809.2,91,Female,2023-09-04,
Desk,2,202,Debit Card,TX300894,404,96,Male,2022-12-06,
Tablet,6,192.41,Cash,TX300895,1154.46,140,Female,2022-11-05,
Tablet,9,206.01,Credit Card,TX300896,1854.09,105,Male,2023-10-12,
Phone,3,375.43,Debit Card,TX300897,1126.29,77,Male,2022-10-16,
Printer,7,98.82,Debit Card,TX300898,691.74,18,Female,2022-09-09,
Chair,8,141.12,Cash,TX300899,1128.96,142,Male,2022-03-16,
Laptop,4,388.12,Online,TX300900,1552.48,13,Male,2022-10-18,
Tablet,4,372.75,Credit Card,TX300901,1491,116,Female,2023-10-08,
Laptop,1,120.47,Cash,TX300902,120.47,30,Female,2023-09-24,
Printer,2,86.6,Gift Card,TX300903,173.2,71,Male,2023-08-27,
Desk,5,140.39,Credit Card,TX300904,701.95,14,Female,2023-05-29,
Desk,6,152.18,Cash,TX300905,913.08,112,Male,2023-04-27,
Tablet,10,72.47,Credit Card,TX300906,724.7,155,Female,2023-04-23,
Phone,6,249.3,Online,TX300907,1495.8,11,Male,2023-12-18,
Printer,10,42.45,Credit Card,TX300908,424.5,124,Female,2022-11-20,
Desk,6,152.63,Online,TX300909,915.78,72,Male,2022-06-13,
Desk,5,91.27,Gift Card,TX300910,456.35,129,Female,2022-06-09,
Laptop,5,155.88,Credit Card,TX300911,779.4,149,Male,2022-11-18,
Tablet,3,167.77,Gift Card,TX300912,503.31,54,Male,2023-07-28,
Tablet,3,389.45,Online,TX300913,1168.35,151,Male,2023-02-23,
Desk,1,113.57,Online,TX300914,113.57,44,Male,2022-02-24,
Chair,1,11.97,Online,TX300915,11.97,70,Female,2022-07-11,
Printer,2,389.92,Debit Card,TX300916,779.84,62,Male,2022-10-26,
Printer,10,301.79,Credit Card,TX300917,3017.9,14,Male,2023-10-19,
Monitor,3,140.91,Gift Card,TX300918,422.73,18,Male,2023-11-08,
Chair,4,384.08,Debit Card,TX300919,1536.32,113,Male,2023-12-11,
Tablet,6,199.51,Gift Card,TX300920,1197.06,39,Male,2023-01-05,
Monitor,3,246.73,Cash,TX300921,740.19,144,Male,2022-02-17,
Monitor,6,172.81,Debit Card,TX300922,1036.86,19,Female,2022-10-31,
Monitor,4,393,Credit Card,TX300923,1572,8,Female,2023-05-28,
Printer,10,223.88,Credit Card,TX300924,2238.8,5,Female,2023-05-08,
Laptop,2,144.82,Gift Card,TX300925,289.64,76,Female,2023-04-07,
Chair,7,97.22,Cash,TX300926,680.54,27,Male,2023-06-21,
Laptop,3,276.7,Online,TX300927,830.1,111,Female,2023-08-15,
Monitor,7,192.28,Cash,TX300928,1345.96,14,Male,2023-01-03,
Tablet,7,123.1,Online,TX300929,861.7,83,Female,2022-11-05,
Printer,3,339.25,Debit Card,TX300930,1017.75,21,Male,2022-02-08,
Chair,5,329.67,Cash,TX300931,1648.35,85,Male,2023-05-09,
Chair,2,85.7,Online,TX300932,171.4,136,Male,2023-01-20,
Chair,8,81.87,Cash,TX300933,654.96,56,Male,2022-01-30,
Desk,1,20.69,Credit Card,TX300934,20.69,50,Female,2023-06-01,
Chair,2,82.94,Debit Card,TX300935,165.88,120,Female,2022-07-14,
Desk,8,25.34,Cash,TX300936,202.72,72,Male,2022-06-05,
Laptop,7,47.17,Debit Card,TX300937,330.19,147,Female,2023-05-17,
Printer,1,154.27,Online,TX300938,154.27,40,Female,2022-02-10,
Tablet,1,168.73,Debit Card,TX300939,168.73,13,Male,2023-06-26,
Chair,9,72.36,Cash,TX300940,651.24,26,Female,2022-07-05,
Phone,6,314.56,Gift Card,TX300941,1887.36,9,Female,2022-11-12,
Tablet,7,263.9,Credit Card,TX300942,1847.3,1,Male,2022-09-19,
Chair,10,330.66,Gift Card,TX300943,3306.6,41,Female,2022-03-22,
Chair,10,60.63,Gift Card,TX300944,606.3,92,Female,2022-08-15,
Tablet,4,161.58,Credit Card,TX300945,646.32,110,Male,2022-01-23,
Phone,5,40.39,Online,TX300946,201.95,134,Female,2022-10-01,
Tablet,8,43.32,Cash,TX300947,346.56,134,Male,2022-07-08,
Laptop,5,281.55,Online,TX300948,1407.75,51,Female,2022-08-29,
Laptop,8,12.14,Gift Card,TX300949,97.12,51,Female,2022-03-23,
Desk,3,92.98,Credit Card,TX300950,278.94,83,Male,2022-08-04,
Phone,1,240.4,Online,TX300951,240.4,72,Female,2023-01-25,
Tablet,4,397.6,Credit Card,TX300952,1590.4,67,Female,2022-08-21,
Printer,2,386.74,Cash,TX300953,773.48,66,Male,2023-01-11,
Laptop,7,131.63,Cash,TX300954,921.41,35,Female,2022-05-07,
Laptop,4,139.81,Credit Card,TX300955,559.24,64,Male,2023-01-16,
Chair,5,328.34,Debit Card,TX300956,1641.7,131,Female,2022-01-28,
Monitor,5,211.16,Online,TX300957,1055.8,92,Male,2023-08-14,
Monitor,10,203.44,Credit Card,TX300958,2034.4,102,Female,2023-11-12,
Tablet,9,328.18,Online,TX300959,2953.62,111,Male,2023-10-13,
Chair,10,229.46,Credit Card,TX300960,2294.6,78,Male,2022-06-07,
Laptop,3,315.21,Credit Card,TX300961,945.63,129,Female,2022-11-21,
Monitor,8,372.17,Credit Card,TX300962,2977.36,32,Male,2023-11-15,
Tablet,8,235.9,Online,TX300963,1887.2,77,Female,2022-09-29,
Phone,5,13.65,Cash,TX300964,68.25,112,Male,2023-12-12,
Tablet,6,158.08,Credit Card,TX300965,948.48,23,Female,2023-07-29,
Desk,6,321.57,Cash,TX300966,1929.42,72,Male,2023-08-08,
Phone,6,261.27,Credit Card,TX300967,1567.62,87,Female,2023-03-04,
Phone,4,327.87,Debit Card,TX300968,1311.48,99,Female,2022-11-11,
Laptop,3,16.25,Credit Card,TX300969,48.75,44,Female,2023-09-12,
Monitor,10,38.83,Cash,TX300970,388.3,103,Female,2022-01-20,
Desk,8,39.13,Online,TX300971,313.04,27,Female,2022-01-19,
Laptop,1,230.26,Gift Card,TX300972,230.26,40,Male,2023-02-22,
Desk,10,362.13,Debit Card,TX300973,3621.3,98,Male,2022-05-15,
Monitor,1,171.54,Gift Card,TX300974,171.54,38,Male,2022-10-01,
Laptop,10,160.28,Credit Card,TX300975,1602.8,130,Female,2023-11-11,
Monitor,4,217.17,Online,TX300976,868.68,83,Male,2022-02-21,
Desk,3,330.9,Debit Card,TX300977,992.7,121,Male,2022-08-17,
Desk,7,258.57,Debit Card,TX300978,1809.99,81,Male,2022-12-23,
Chair,1,106.8,Credit Card,TX300979,106.8,69,Male,2023-11-12,
Chair,8,109.46,Credit Card,TX300980,875.68,92,Female,2022-08-28,
Desk,10,133.34,Cash,TX300981,1333.4,46,Male,2023-09-06,
Phone,3,277.08,Cash,TX300982,831.24,117,Female,2022-07-16,
Monitor,4,337.24,Cash,TX300983,1348.96,54,Female,2022-04-10,
Tablet,1,395.95,Gift Card,TX300984,395.95,54,Female,2022-11-08,
Monitor,1,174.29,Cash,TX300985,174.29,70,Female,2023-07-10,
Phone,9,257.94,Credit Card,TX300986,2321.46,90,Male,2022-01-17,
Desk,2,127.23,Online,TX300987,254.46,5,Female,2023-07-21,
Laptop,10,66.37,Cash,TX300988,663.7,67,Female,2022-11-25,
Chair,10,184.31,Cash,TX300989,1843.1,126,Male,2022-05-14,
Printer,6,257.91,Online,TX300990,1547.46,90,Female,2022-06-20,
Printer,10,42.03,Gift Card,TX300991,420.3,98,Female,2022-05-03,
Tablet,2,110.13,Cash,TX300992,220.26,81,Male,2022-11-03,
Monitor,7,389.71,Debit Card,TX300993,2727.97,27,Male,2022-04-28,
Phone,2,320.51,Cash,TX300994,641.02,126,Female,2022-12-22,
Chair,7,371.04,Gift Card,TX300995,2597.28,4,Male,2023-12-16,
Tablet,5,61.64,Online,TX300996,308.2,26,Female,2023-03-23,
Monitor,6,121.9,Credit Card,TX300997,731.4,3,Female,2023-11-26,
Monitor,6,356.85,Cash,TX300998,2141.1,146,Male,2023-08-26,
Chair,1,244.43,Cash,TX300999,244.43,40,Female,2022-11-14,
Phone,7,153.68,Credit Card,TX301000,1075.76,54,Female,2023-06-20,
Printer,8,240.82,Debit Card,TX301001,1926.56,31,Female,2023-10-26,
Printer,9,65.08,Cash,TX301002,585.72,43,Female,2023-01-23,
Printer,2,93.8,Cash,TX301003,187.6,97,Female,2023-01-24,
Laptop,4,138.49,Credit Card,TX301004,553.96,68,Female,2023-02-17,
Desk,2,75.8,Debit Card,TX301005,151.6,107,Male,2023-01-19,
Tablet,8,89.24,Credit Card,TX301006,713.92,134,Male,2023-11-21,
Printer,2,386.54,Debit Card,TX301007,773.08,53,Male,2023-01-15,
Phone,5,343.92,Gift Card,TX301008,1719.6,16,Female,2023-05-04,
Tablet,3,362.73,Credit Card,TX301009,1088.19,117,Male,2023-07-19,
Printer,7,355.17,Credit Card,TX301010,2486.19,32,Male,2022-08-27,
Tablet,10,147.16,Debit Card,TX301011,1471.6,32,Male,2023-03-29,
Desk,1,195.82,Debit Card,TX301012,195.82,121,Female,2022-03-20,
Tablet,9,118.67,Credit Card,TX301013,1068.03,58,Male,2022-01-03,
Monitor,10,315.98,Online,TX301014,3159.8,110,Female,2022-02-26,
Printer,10,169.05,Online,TX301015,1690.5,12,Male,2022-04-26,
Tablet,4,131.56,Cash,TX301016,526.24,43,Male,2022-04-01,
Chair,6,129.2,Cash,TX301017,775.2,117,Male,2022-11-25,
Laptop,8,214.09,Credit Card,TX301018,1712.72,61,Male,2022-11-14,
Printer,10,396.16,Gift Card,TX301019,3961.6,77,Male,2022-12-21,
Laptop,5,153.28,Gift Card,TX301020,766.4,92,Male,2022-03-31,
Laptop,6,348.35,Debit Card,TX301021,2090.1,57,Female,2023-09-22,
Monitor,8,74.96,Credit Card,TX301022,599.68,89,Male,2022-07-12,
Desk,10,117.03,Online,TX301023,1170.3,60,Male,2022-01-04,
Monitor,6,78.34,Cash,TX301024,470.04,5,Male,2023-09-10,
Desk,6,43.01,Credit Card,TX301025,258.06,33,Female,2022-07-13,
Chair,8,182.52,Gift Card,TX301026,1460.16,110,Male,2023-05-15,
Chair,2,21.91,Cash,TX301027,43.82,37,Male,2023-04-18,
Monitor,5,117.73,Credit Card,TX301028,588.65,102,Female,2023-12-11,
Tablet,5,23.2,Debit Card,TX301029,116,92,Male,2022-09-14,
Phone,3,95.43,Credit Card,TX301030,286.29,137,Male,2022-05-30,
Phone,3,48.91,Debit Card,TX301031,146.73,126,Female,2023-07-06,
Laptop,6,123.15,Credit Card,TX301032,738.9,75,Male,2023-05-23,
Desk,10,59.88,Gift Card,TX301033,598.8,16,Female,2022-04-11,
Desk,1,309.32,Debit Card,TX301034,309.32,102,Male,2022-11-03,
Printer,1,181.86,Debit Card,TX301035,181.86,119,Female,2023-11-09,
Laptop,10,125.01,Credit Card,TX301036,1250.1,44,Female,2022-04-07,
Laptop,6,187.23,Cash,TX301037,1123.38,63,Female,2022-01-30,
Printer,4,232.92,Online,TX301038,931.68,42,Male,2022-05-06,
Desk,8,89.85,Gift Card,TX301039,718.8,4,Female,2023-01-04,
Laptop,10,85.85,Credit Card,TX301040,858.5,141,Female,2022-12-16,
Desk,9,235.54,Cash,TX301041,2119.86,48,Female,2022-10-26,
Printer,6,133.12,Gift Card,TX301042,798.72,76,Male,2023-11-18,
Printer,5,311.8,Credit Card,TX301043,1559,88,Female,2023-08-26,
Chair,5,179.97,Gift Card,TX301044,899.85,53,Female,2023-05-26,
Laptop,4,195.82,Debit Card,TX301045,783.28,141,Male,2022-11-04,
Desk,6,80.69,Debit Card,TX301046,484.14,34,Female,2023-01-04,
Tablet,8,271.51,Credit Card,TX301047,2172.08,23,Male,2023-03-01,
Monitor,1,294.61,Gift Card,TX301048,294.61,25,Male,2023-04-14,
Monitor,4,204.59,Online,TX301049,818.36,59,Male,2022-02-03,
Monitor,10,189.33,Debit Card,TX301050,1893.3,32,Male,2022-01-06,
Chair,6,177.5,Debit Card,TX301051,1065,40,Male,2023-02-10,
Laptop,6,9.12,Debit Card,TX301052,54.72,118,Female,2023-03-18,
Printer,3,84.26,Online,TX301053,252.78,32,Female,2023-02-16,
Phone,5,66.75,Debit Card,TX301054,333.75,148,Female,2022-01-25,
Laptop,2,388.63,Debit Card,TX301055,777.26,26,Male,2023-02-09,
Laptop,1,59.73,Online,TX301056,59.73,99,Male,2023-03-21,
Desk,6,60.67,Credit Card,TX301057,364.02,24,Female,2023-08-04,
Phone,9,98.31,Cash,TX301058,884.79,25,Male,2023-02-24,
Printer,2,197.88,Online,TX301059,395.76,78,Male,2022-06-02,
Phone,8,32.6,Gift Card,TX301060,260.8,52,Male,2022-03-24,
Tablet,5,210.45,Online,TX301061,1052.25,16,Male,2022-01-16,
Desk,1,370.98,Credit Card,TX301062,370.98,20,Female,2023-11-30,
Laptop,8,163.76,Credit Card,TX301063,1310.08,155,Female,2023-09-21,
Printer,8,44.13,Cash,TX301064,353.04,87,Female,2023-11-06,
Tablet,3,302.68,Credit Card,TX301065,908.04,20,Male,2022-12-21,
Monitor,9,272.79,Debit Card,TX301066,2455.11,84,Male,2023-11-12,
Monitor,9,222.17,Debit Card,TX301067,1999.53,53,Female,2022-11-09,
Chair,6,208.2,Debit Card,TX301068,1249.2,22,Male,2022-01-30,
Desk,1,378.72,Online,TX301069,378.72,77,Male,2023-05-23,
Monitor,8,174.44,Debit Card,TX301070,1395.52,58,Male,2022-05-30,
Desk,9,152.36,Debit Card,TX301071,1371.24,134,Male,2022-09-15,
Desk,10,110.98,Debit Card,TX301072,1109.8,119,Female,2022-03-26,
Phone,1,36.93,Debit Card,TX301073,36.93,145,Female,2022-05-08,
Chair,8,154,Debit Card,TX301074,1232,148,Female,2022-12-30,
Monitor,6,10.07,Online,TX301075,60.42,84,Female,2022-05-15,
Phone,2,60.84,Gift Card,TX301076,121.68,95,Female,2022-04-18,
Printer,10,165.44,Debit Card,TX301077,1654.4,10,Female,2022-08-05,
Desk,4,329.69,Debit Card,TX301078,1318.76,132,Female,2023-12-04,
Phone,8,124.58,Credit Card,TX301079,996.64,20,Female,2023-07-07,
Printer,3,186.86,Gift Card,TX301080,560.58,118,Female,2023-02-11,
Chair,1,52.19,Debit Card,TX301081,52.19,71,Female,2022-02-13,
Phone,7,330.98,Cash,TX301082,2316.86,23,Female,2023-05-01,
Laptop,8,385.72,Debit Card,TX301083,3085.76,107,Female,2023-02-04,
Printer,9,52.64,Gift Card,TX301084,473.76,59,Female,2023-03-23,
Phone,8,92.08,Debit Card,TX301085,736.64,80,Male,2023-07-10,
Laptop,5,363.76,Credit Card,TX301086,1818.8,68,Female,2022-01-06,
Tablet,3,323.04,Online,TX301087,969.12,116,Female,2022-03-17,
Phone,10,147.65,Online,TX301088,1476.5,4,Female,2022-09-26,
Chair,5,178.54,Credit Card,TX301089,892.7,91,Male,2023-09-21,
Tablet,4,155.69,Debit Card,TX301090,622.76,151,Female,2023-12-10,
Chair,5,154.36,Online,TX301091,771.8,146,Female,2022-04-07,
Chair,1,202.41,Online,TX301092,202.41,61,Female,2022-09-22,
Laptop,10,205.57,Credit Card,TX301093,2055.7,97,Female,2023-09-13,
Desk,6,105.89,Gift Card,TX301094,635.34,92,Female,2022-04-17,
Desk,9,308.84,Credit Card,TX301095,2779.56,122,Male,2022-12-15,
Monitor,4,233.77,Credit Card,TX301096,935.08,100,Female,2022-08-18,
Phone,8,224.58,Cash,TX301097,1796.64,55,Male,2022-05-17,
Monitor,6,364.61,Online,TX301098,2187.66,3,Male,2023-01-14,
Desk,5,386.77,Debit Card,TX301099,1933.85,80,Male,2023-12-12,
Printer,8,154.78,Gift Card,TX301100,1238.24,40,Female,2023-05-20,
Chair,8,147.77,Debit Card,TX301101,1182.16,113,Male,2023-08-13,
Printer,5,38.2,Debit Card,TX301102,191,36,Male,2023-04-09,
Chair,5,300.81,Cash,TX301103,1504.05,131,Male,2022-06-24,
